sentence_id	sentence	label_id	definition
11977	He stood the pencil upright <head>in</head> the centre .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11978	Islamic Jihad had stashed Waite <head>in</head> the basement car park of a four-storey building in Baalbeck , in the Bekaa Valley .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11979	He would pull over later and stash the manual <head>in</head> the compartment beneath the battery .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11980	Think again , Ashley told herself as , having checked that the purchases stashed <head>in</head> the buggy 's basket were secure , she started the return climb up the lane .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11981	But as he made his getaway , shoppers wrestled him to the ground forcing him to drop the stolen loot -- along with $200 he had stashed <head>in</head> a pocket -- and he fled empty-handed .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11982	Maura pushed her way through the adults and stationed herself <head>in</head> the front room next to the table piled high with food .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11983	She folded his discarded jeans and shirt and stowed them <head>in</head> a locker , then turned his sleeping-bag inside out and shook it .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11984	He stowed the globes <head>in</head> a styrofoam case like an over-sized egg box .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11985	Most people keep a gun or two in the house ; some carry them around with them , or stow them <head>in</head> the glove compartments of their cars .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11986	Order a take away and open the bottle you have stowed <head>in</head> your Survival Pack .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11987	And then Sally Gunnell talked to me about stuffing her gold medal <head>in</head> a cupboard at home .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11988	"` She told me , thank God , that she had to stuff a handkerchief <head>in</head> her mouth to stop laughing too loudly . """	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11989	The car and the trucks accelerated into the night , the same night that concealed the sergeant as he stuffed the money <head>in</head> his pocket , telling himself that Rommel knew best .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11990	James slid off the arm of the sofa and stuffed his hands <head>in</head> his trouser pockets .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11991	Shamlou picked up the buff envelope and stuffed it <head>in</head> the pocket of his windcheater .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11992	Jamie is not the type to tuck himself <head>in</head> bed early .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11993	She did turn from him then , to tuck her shirt <head>in</head> her waistband , and to hide the baffling tears that stung at her eyes .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11994	Without tucking the shirt <head>in</head> his pants , he pulls a royal red tie over his head that has been pre-knotted , I 'm sure by his wife , Lonnie .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11995	With one swift motion McGowan reached up , took the glasses off and tucked them <head>in</head> his pocket .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11996	Take off scarves , too , while your child is playing and tuck <head>in</head> the dangling toggles on anoraks and jackets .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11997	Jenkins said , deftly taking the coaster from Laidlaw 's hand and discarding it unobtrusively <head>in</head> the bin under the counter .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
11998	She backed <head>in</head> a gentle arc to face the open sea , and as Neil gunned the engine she jumped forward and then settled to a smooth , fast pace .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
11999	"` Masses of shear water burrows <head>in</head> that direction . """	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12000	Some trilobites lost their eyes , probably those that burrowed <head>in</head> mud or lived in lightless parts of the ocean .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12001	Whenever Shiva considered the word he saw in his mind 's eye a grinning Mephistopheles with small , curly ram 's horns , capering <head>in</head> frock coat .	214	indicating clothing being worn; wearing (e.g., was in a blue dress)
12002	If the beetles crawl <head>in</head> any direction they will get to the edge .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12003	"I yearn for a night beneath a sound roof , without insects crawling <head>in</head> my hair and vermin nibbling my toes . """	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12004	Marguerite was sleeping and Jenna crept downstairs <head>in</head> the silent house and made her way to the kitchen to fix herself a milky drink .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12005	If the barracuda presses its attack , then once again the great number of bodies darting <head>in</head> all directions make selecting a target difficult .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12006	Virtually anything is possible here and , for a relaxing change of pace , it is worthwhile hunting out a slow boat instead of sticking to a frenetic dash <head>in</head> the fast lane .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12007	Small birds flitted <head>in</head> the shade of the branches and bees were crawling over the red and white clover .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12008	"` You said something last week about ` gambolling <head>in</head> the countryside "" ."	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12009	` We were hiking <head>in</head> Milcreek Canyon in Utah .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12010	Police said 26-year-old Amanda Glazier from Wales , who is an experienced skier and keen walker , sprained both ankles after falling down a bank while hiking <head>in</head> the mountains north of Wellington .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12011	What was going to happen when her little jaunt <head>in</head> France was over , for instance ?	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12012	Two streams come down from a hilly hinterland and after a sedate infancy suddenly leap <head>in</head> a happy frolic through verdant surroundings to reach the village where they converge as the River Greta .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
12013	A wounded horse limped <head>in</head> the wheat , trying to catch up with the other cavalry horses .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12014	After a great while his footsteps lumbered <head>in</head> their direction .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12015	He backed away , and still they struck and lunged <head>in</head> his direction ; he backed away even more until he could barely see them in the gloom .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12016	More than 4,000 officers were on standby after running battles broke out between farmers and police during a protest march <head>in</head> Paris last week .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12017	Section 5 , enacted to deal with Fascist marches <head>in</head> the East End of London , had become unsatisfactory for several reasons .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12018	Thousands of workers and students were reported to have staged protest marches <head>in</head> cities throughout Colombia in opposition to the visit of US President George Bush .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12019	On March 8 , 1,000 Turkish journalists joined a march <head>in</head> Ankara to honour Emec , demanding tougher action against terrorism .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12020	This is the favoured route of invading armies marching <head>in</head> either direction .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12021	A M NG town came to a standstill as thousands of pitmen and their supporters marched INI <head>in</head> protest at plans to close a colliery and sack 730 miners .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12022	January 19 and 26 saw a combined total of 300,000 anti-war activists march <head>in</head> Washington and an equal number take to the streets of San Francisco .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12023	"It 's almost as if he paces <head>in</head> the corner of the office waiting to get his hands on me -- and he gets jealous when I 'm writing about someone else . """	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12024	Able-bodied youngsters were prowling the streets <head>in</head> droves .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12025	The monsters were prowling <head>in</head> the bedroom , searching for her .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12026	<head>In</head> North America the mighty bison once roamed in tens of millions .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12027	"The Lost Boys romp <head>in</head> what Banning knowingly describes as ` a Lord of the Flies free-school "" , hurling multi-coloured food and gross insults ."	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12028	The dog licked Master 's face , and they romped together <head>in</head> the garden .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12029	A colleague stumbled on the couple romping <head>in</head> a first-floor office just yards from the council chamber .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12030	Nobody laughed , and Otto assured her in his best smoothie tones that said beast was scampering <head>in</head> the Elysian fields and piddling all over archangels ' sandals .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12031	His horse put up waterfowl and once disturbed a whole field of rabbits that scampered <head>in</head> panic towards the hedgerows .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12032	Spurs regained the lead in the 51st minute after a mad scramble <head>in</head> the United area before Jason Dozzell slotted home .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12033	As he argued it , he had no option but to skulk <head>in</head> alleys .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12034	A couple of wretches on the run , skulking <head>in</head> the bushes on the lookout for prey , would never have dared break cover and try their luck with us .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12035	No raincoated figure skulks furtively <head>in</head> the shadowy corners of the Groucho club , hissing ` Martin Amis is in .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12036	She would not be reduced to skulking <head>in</head> the back room of her own shop .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12037	Hyaenas , having spent the day skulking aimlessly <head>in</head> the thickets or strolling in a leisurely way across open ground , now become transformed into determined hunters .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12038	"Now , Shelley , tell me what you were reading when you were skulking <head>in</head> the woods today . """	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12039	When she was feeling down , Old Mother Walsh was always going on about how the snake was slithering <head>in</head> our direction .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12040	A plump figure in a dress of olive green silk came towards me from the dining room , walking so quickly that she skidded and slithered <head>in</head> her evening slippers on the marble floor .	214	indicating clothing being worn; wearing (e.g., was in a blue dress)
12041	Horses slipped and slithered <head>in</head> the mud and mounted men had difficulty in staying in their saddles .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12042	Camille , who had sneaked <head>in</head> unseen to borrow the garlic-crusher , overheard this exchange and smiled .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
12043	We both got out of the jeep as fast as we could and sprinted <head>in</head> the direction of the slit trenches .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12044	So the camouflaged couple must sprint <head>in</head> a semblance of skating motion -- to lure another shuriken-starman with urgent gestures , and snuff him .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12045	She was confident that there was little danger of Anthony staggering <head>in</head> his father 's footsteps .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12046	Mike Chittenden staggered <head>in</head> flames into a neighbouring office where terrified workers doused the flames .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12047	` He staggered <head>in</head> ten minutes ago with a broken tail .	216	(into) expressing motion or extension to a position within or surrounded by (e.g., jumped in the pit)
12048	Scathach 's horse panicked and he shouted at the creature , which stamped <head>in</head> the water , twisting and tugging with discomfort .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12049	She stepped forward <head>in</head> a manner that was so delicate it was repulsive .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12050	SOLDIERS step <head>in</head> a stooped position through the narrow steel door placed a foot off the ground in the concrete wall .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12051	They strode confidently ahead <head>in</head> nice straight parallel lines .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12052	You could take a stroll <head>in</head> the grounds .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12053	We took a stroll <head>in</head> the garden where we were joined by Jill .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12054	With design in Germany racing forward , some of their ideas for coordinating fabrics in the bedroom with colours in your wardrobes can create an image which is as cool as a stroll <head>in</head> the Black Forest .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12055	The country loving politician was strolling <head>in</head> a 1,500 acre forest near Washington DC , when the light began to fade .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12056	On the Saturday , before the tourists had emerged from their breakfasts , she strolled <head>in</head> warm winter sunshine towards San Marco , the guide book in her hand closed for once .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12057	At last a lone figure staggered out , singing raucously as he swaggered <head>in</head> a drunken stupor .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12058	"Leisure Pool -- Enjoy a swim in the relaxed family environment <head>in</head> sparkling clear water without the usual ` swimming pool odours "" ."	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12059	Radish certainly does n't fancy a swim <head>in</head> the baboon 's hairy lair but she likes a quick dip in the basin , and she 's getting very good at dives off the window-sill down into the water .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12060	Stretching to ease tired muscles , she debated whether to go for a swim <head>in</head> the pool or opt for a long soak in a warm scented bath .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12061	If that was n't enough , the facilities of a swim <head>in</head> the pool , a pitch and putt or a quiet walk in the beautiful surroundings were all available .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12062	On the shelves there were fish swimming <head>in</head> the air as if it was their natural habitat .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12063	The fact that Pip 's food was swimming <head>in</head> gravy by the end of the meal is very amusing .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12064	A second female is shot behind the eye and swims erratically <head>in</head> half-circles before floating motionless on the surface .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12065	But those incidents involved well piranhas , not those calmly swimming <head>in</head> their home stream .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12066	They not only surf and swim <head>in</head> it , but paint it , photograph it , worship , contemplate and consult it .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12067	It felt , as we struggled up the last , steepest stage of the hillside , that we were swimming <head>in</head> the white light of the sun .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12068	You come home to find your children swimming <head>in</head> the Koi pond .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12069	The elephants were n't swimming <head>in</head> the pond , they were floating on their backs , and one of them was balancing me gently on the flat tops of its upturned feet .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12070	The glint from the spear swam <head>in</head> the dark surface of the rock , and , irrelevantly , she noticed her own reflection there -- a vague , just-perceptible shape like a shadow .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12071	Mao Tse Tung compared guerrillas to fish that swim <head>in</head> the water of a sympathetic population .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12072	Dawn and evening the three , tall Ruari , gangly Ranald , tiny Luch , tramped <head>in</head> uneven procession up to the moor carrying a dozen bags of leather .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12073	Dynamic duo Bob Hoskins and John Leguizamo as the Mario brothers tread warily <head>in</head> the sinister city of Dinohatten .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12074	I would be treading a little widely <head>in</head> the direction of sub judice if I were to answer that , because any decision is for the jurisdiction of the court .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12075	"` We never willed to do him wrong , "" said the Franciscan of Leicester , treading gratefully <head>in</head> the thick turf with his crippled feet ."	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12076	They trekked <head>in</head> single file for more than an hour , holding their rifles high in front of their chests , without sighting any animals at all .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12077	Two members of the team have trekked widely <head>in</head> the Hispar area and Hillen , Tyson and Lister had six months high-altitude mountaineering experience in the Andes during two successful expeditions in 1989 .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12078	Last time round they went to south east Asia , trekked <head>in</head> Nepal as far as the Everest base camp , saw Thailand and China then came back on the Trans-Siberian Railway .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12079	Barth himself later said that he had been like a man who , tripping <head>in</head> the darkness of the church tower , had accidentally caught hold of the bell-rope to steady himself and alarmed the whole countryside .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12080	They trotted <head>in</head> tandem around the floor , high-stepping to the whim of a muscular young man who held the reins behind them .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12081	Stamping their hopelessly outsize boots , they trudged <head>in</head> single file out of the gutted , white-stone church and slogged off over a ditch away from the barricade .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12082	Before I drew level , the door opened and a youth waddled uncomfortably <head>in</head> the general direction of the van .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12083	The youngest of all have been here all morning , waddling <head>in</head> snow up to their arm-pits .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12084	We went for walks <head>in</head> the enchanting gardens of Bath .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12085	I went for a walk <head>in</head> the woods .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12086	Many wander aimlessly <head>in</head> the shopping centre , or play games machines in the arcades .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12087	Keeping bent double , Hoomey wriggled <head>in</head> a frenzy back out of the door .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12088	What they saw , as one put it , were two people who were n't up to boating <head>in</head> the bath , never mind on the Thames in spate .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12089	` I 'm off canoeing <head>in</head> the Rockies for a fortnight with Mr Robinson .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12090	To take the example of chalk , some of the most memorable days of my childhood were spent cycling <head>in</head> the North Downs in Surrey .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12091	Cycling <head>in</head> the north-eastern tip of France and in Belgium , which the Tour enters on Friday 10 July , has something of the character of the area .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12092	This means that in order to paddle a straight line <head>in</head> a white water boat we need to include a bit of steering into the forward stroke .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12093	Rowing a flat-bottomed punt <head>in</head> rough water , against a strong wind , is nigh on impossible on your own , and a back-breaking task even for two .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12094	We would n't have been able to skate <head>in</head> Britain , so it 's great to be in Milton Keynes .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12095	"` Clever Miss Prim , "" he murmured , swivelling his enigmatic gaze <head>in</head> her direction ."	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12096	Bill now shot a baleful glance <head>in</head> her direction .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12097	He paused to throw another fierce glance <head>in</head> their direction .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12098	She half tumbled down the stairs , and Johnny , hearing the sound of her rapid descent , glanced upwards <head>in</head> the direction of the landing .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12099	The girl flashed one brief look <head>in</head> Hotspur 's direction , and for an instant the glitter of her eyes seemed to him hunted and wild .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12100	Have a look <head>in</head> your sandwiches .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12101	""" Most people take notice of me , "" he said , "" but , "" looking pointedly <head>in</head> the direction of Eva , newly returned to work ."	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12102	She wrote that note while pretending to look <head>in</head> her handbag .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12103	I peeked <head>in</head> the bag .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12104	The Doctor peered <head>in</head> the direction she had indicated .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12105	By peering hard <head>in</head> the same direction , I could just make out the faint flicker of a distant plane .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12106	He strolled up the long arcade , pausing frequently to peer <head>in</head> shop windows at the expensive goodies .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12107	Willie peered <head>in</head> the window and wiped away the mist his breath was making on the glass .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12108	The person sitting on the low wall did not move , even when Pol cast a meaningful stare <head>in</head> its direction .	223	indicating a manner that something happens or is done, often somewhat idiomatic (e.g., done in a neat way)
12109	Mary stared <head>in</head> horror .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12110	Nuadu , aching <head>in</head> every bone , the lower part of his face constrained within the harsh red mask fashioned from the Robemaker 's ropes of light , had not made a sound .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12111	The next morning Corbett woke , feeling dirty and aching <head>in</head> every joint .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12112	He ached <head>in</head> odd parts and his cuts stung with the disinfectant Cally had used .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12113	The muscles ached <head>in</head> his thighs and calves .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12114	The radiotherapy treatment killed the cervical cancer in mother-of-four Jennifer , but it burned a hole <head>in</head> her bowel .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12115	Two weeks ago a mother was seriously hurt <head>in</head> a crash while taking her three children to school on the A167 at Ferryhill .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12116	Now he stood near the door with his hands clasping each other behind his back and his scalp itching furiously <head>in</head> the heat .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12117	Creams or ointments containing steroids often help reduce the inflammation and itching <head>in</head> the skin but should n't be used for long periods of time .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12118	We detected a faint diesel odour <head>in</head> the accommodation during our visit .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12119	He displayed that strange other-worldliness that I have sometimes detected <head>in</head> other people who follow some strict religious code .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12120	Was that boredom she could detect <head>in</head> his voice ?	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12121	He felt the key <head>in</head> his pocket .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12122	I could hear his voice <head>in</head> my ear .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12123	And beyond , a nightmare creature , barely perceived <head>in</head> the swirling dense smoke , beating at the flames coming from its own body .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12124	Among all these grand people , I see a small woman <head>in</head> a figure-hugging black number with fringes .	214	indicating clothing being worn; wearing (e.g., was in a blue dress)
12125	You can see this typical shape <head>in</head> some house plants , such as weeping fig .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12126	They may be able to see <head>in</head> the dark , sense compass direction , and recognize danger .	215	indicating a state/condition/form, often a mental/emotional one that is being experienced (it may in addition be the trigger of some response) (e.g., wriggled in agony)
12127	She did not waste time thinking it could be Oliver whose quiet movement she had sensed <head>in</head> the bedroom .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12128	He pressed hard and hot against her , his lips echoing the hunger she could sense <head>in</head> his body .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12129	Henry was going to add a chapter towards the end of The Complete History of Wimbledon in which he planned to deal with the failure of nerve he sensed <head>in</head> the place .	212	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12130	He would clearly hate to be patronized ; he would smell patronage <head>in</head> any apology , in any request for help made out of desire to soothe sore feelings .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12131	He smelt smoke <head>in</head> her hair , felt her flesh soft under her shawl , and then a further quake in the crowd parted them .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
12132	He smelled the burning <head>in</head> the air , saw the stars dimmed by smoke above him .	213	indicating a LOCATION that surrounds (or can be viewed as surrounding) something else (e.g., the cow in the meadow)
